Random Forest,Multinomial Naive Bayes,Random
0.9008403361344537,0.8991735537190082,0.772808586762075
0.891891891891892,0.8866666666666666,0.7562724014336918
0.8768971332209106,0.8814691151919867,0.7418181818181817
0.8873949579831932,0.8951747088186355,0.7567567567567568
0.9050847457627119,0.8974789915966386,0.786476868327402
0.9120521172638436,0.9141004862236628,0.8313856427378965
0.903010033444816,0.9054726368159204,0.7964601769911503
0.8817567567567568,0.8851351351351351,0.7627737226277372
0.9093904448105435,0.9078947368421052,0.7993079584775088
0.8843537414965985,0.8892617449664428,0.7581227436823105
0.8918032786885246,0.8914473684210527,0.788632326820604
0.8881469115191988,0.8772504091653027,0.7684021543985637
0.8957654723127035,0.8946515397082658,0.8131487889273356
0.8824531516183987,0.8840336134453783,0.7648114901256733
0.8998357963875205,0.8973509933774835,0.7852112676056338
0.9035532994923858,0.9003322259136213,0.7957371225577263
0.8980263157894737,0.8936170212765958,0.7829181494661922
0.9039735099337749,0.8970099667774086,0.7752212389380531
0.890728476821192,0.880794701986755,0.7673179396092362
0.8956228956228958,0.8885191347753743,0.7793594306049823
0.8836424957841483,0.8762541806020067,0.7627737226277372
0.8821548821548821,0.877076411960133,0.7563636363636363
0.886326194398682,0.8975609756097561,0.7937062937062936
0.8870151770657673,0.8936877076411961,0.7899461400359066
0.8988391376451078,0.8885245901639344,0.7929203539823008
0.895368782161235,0.8907563025210085,0.7689530685920578
0.8866328257191202,0.8840336134453781,0.7675675675675676
0.9013157894736842,0.8918032786885245,0.7823008849557522
0.8814691151919867,0.8793388429752066,0.7741935483870969
0.8854700854700855,0.9033333333333333,0.7872340425531915
0.8658743633276741,0.8672268907563024,0.7689530685920578
0.8823529411764707,0.8773747841105355,0.7675276752767528
0.9035532994923858,0.9036544850498338,0.7779751332149201
0.8966666666666667,0.8995057660626029,0.786476868327402
0.9042904290429044,0.9126853377265239,0.8111888111888113
0.8752136752136751,0.8771331058020478,0.7372262773722628
0.8847457627118643,0.8888888888888891,0.7675675675675676
0.899665551839465,0.893687707641196,0.7824561403508772
0.8674698795180723,0.8707482993197279,0.7583643122676581
0.8881469115191986,0.8903654485049834,0.7929203539823008
0.9121061359867331,0.9049180327868852,0.7993079584775088
0.8722316865417377,0.8733333333333333,0.7527272727272727
0.8735244519392918,0.8705882352941178,0.7578558225508318
0.8737201365187715,0.88,0.7581227436823105
0.8739495798319328,0.8851913477537438,0.7722419928825622
0.888888888888889,0.8844221105527638,0.7819819819819819
0.9015025041736228,0.900990099009901,0.7815275310834813
0.8956228956228957,0.890728476821192,0.7992895204262876
0.8877887788778879,0.8801313628899836,0.7758007117437722
0.8973509933774835,0.8885245901639344,0.8068376068376069
0.8918918918918919,0.8974789915966387,0.788632326820604
0.8870431893687707,0.8841059602649007,0.7942754919499105
0.9163879598662207,0.9126853377265239,0.7958115183246073
0.8922558922558923,0.8951747088186356,0.7871198568872988
0.8737201365187713,0.8866666666666666,0.763963963963964
0.9093959731543625,0.9036544850498339,0.7801418439716313
0.8743545611015491,0.8707482993197279,0.7481203007518797
0.874354561101549,0.8745762711864407,0.7755834829443446
0.8985024958402662,0.8903654485049834,0.7835420393559929
0.8768971332209106,0.8701517706576728,0.7700729927007299
0.8885135135135135,0.875207986688852,0.7653429602888087
0.8752079866888519,0.8768472906403942,0.7885304659498208
0.8922056384742953,0.8760330578512397,0.7744227353463587
0.8896321070234113,0.8833333333333334,0.7580071174377224
0.893687707641196,0.881863560732113,0.7835420393559929
0.863406408094435,0.87,0.7490774907749077
0.9011725293132329,0.8881578947368421,0.7852112676056338
0.8921568627450981,0.8885245901639345,0.7730496453900709
0.891846921797005,0.8911222780569515,0.776595744680851
0.8854700854700855,0.8839590443686007,0.7599999999999999
0.8970099667774086,0.896551724137931,0.7673179396092362
0.8926174496644295,0.8885191347753743,0.7900355871886121
0.9090909090909091,0.9129720853858785,0.775438596491228
0.8903225806451612,0.8996763754045308,0.8062827225130892
0.8881355932203389,0.8756388415672913,0.746376811594203
0.8993288590604026,0.8951747088186356,0.8
0.8745762711864407,0.8663282571912014,0.7747747747747747
0.8934010152284264,0.893760539629005,0.7563636363636363
0.8922056384742952,0.8932676518883416,0.7801418439716313
0.9024793388429752,0.9024793388429752,0.8
0.8801369863013697,0.883248730964467,0.7818181818181817
0.8870151770657673,0.8862876254180603,0.7612208258527828
0.8956228956228957,0.8963210702341138,0.7885304659498208
0.889983579638752,0.8907014681892332,0.7816901408450704
0.8813559322033897,0.8848080133555926,0.7799642218246869
0.888135593220339,0.8803986710963455,0.7747747747747747
0.8974789915966387,0.8874172185430463,0.7999999999999999
0.8803986710963455,0.8874388254486133,0.7801418439716313
0.8791946308724832,0.8837209302325582,0.7634408602150539
0.8820512820512821,0.8695652173913043,0.75
0.8966666666666666,0.9015025041736227,0.7730496453900709
0.8914858096828046,0.893687707641196,0.8106194690265487
0.8706293706293706,0.8654173764906304,0.7248576850094876
0.8998357963875205,0.9025974025974026,0.8006872852233677
0.8881469115191987,0.8822553897180763,0.7670250896057347
0.88663282571912,0.8762541806020067,0.7706093189964158
0.8976897689768978,0.8819672131147542,0.7744227353463587
0.8648648648648649,0.8629441624365481,0.7564575645756458
0.864321608040201,0.8618968386023294,0.7706422018348624
0.871186440677966,0.864406779661017,0.7728937728937729
