,class_0_priors,class_1_priors
0,0.233983286908078,0.766016713091922
1,0.23676880222841226,0.7632311977715878
2,0.25069637883008355,0.7493036211699164
3,0.24233983286908078,0.7576601671309192
4,0.23119777158774374,0.7688022284122563
5,0.17827298050139276,0.8217270194986073
6,0.22284122562674094,0.7771587743732591
7,0.25348189415041783,0.7465181058495822
8,0.20334261838440112,0.7966573816155988
9,0.24512534818941503,0.754874651810585
10,0.22841225626740946,0.7715877437325905
11,0.2395543175487465,0.7604456824512534
12,0.20334261838440112,0.7966573816155988
13,0.2395543175487465,0.7604456824512534
14,0.2200557103064067,0.7799442896935933
15,0.22841225626740946,0.7715877437325905
16,0.23119777158774374,0.7688022284122563
17,0.22284122562674094,0.7771587743732591
18,0.22841225626740946,0.7715877437325905
19,0.23119777158774374,0.7688022284122563
20,0.25348189415041783,0.7465181058495822
21,0.25069637883008355,0.7493036211699164
22,0.21448467966573817,0.7855153203342619
23,0.2395543175487465,0.7604456824512534
24,0.22284122562674094,0.7771587743732591
25,0.24512534818941503,0.754874651810585
26,0.24233983286908078,0.7576601671309192
27,0.22284122562674094,0.7771587743732591
28,0.23676880222841226,0.7632311977715878
29,0.22562674094707522,0.7743732590529248
30,0.24512534818941503,0.754874651810585
31,0.2618384401114206,0.7381615598885793
32,0.22841225626740946,0.7715877437325905
33,0.23119777158774374,0.7688022284122563
34,0.21448467966573817,0.7855153203342619
35,0.25348189415041783,0.7465181058495822
36,0.24233983286908078,0.7576601671309192
37,0.21727019498607242,0.7827298050139275
38,0.26740947075208915,0.7325905292479109
39,0.22284122562674094,0.7771587743732591
40,0.20334261838440112,0.7966573816155988
41,0.25069637883008355,0.7493036211699164
42,0.2646239554317549,0.7353760445682451
43,0.24512534818941503,0.754874651810585
44,0.23119777158774374,0.7688022284122563
45,0.24233983286908078,0.7576601671309192
46,0.22841225626740946,0.7715877437325905
47,0.22841225626740946,0.7715877437325905
48,0.23119777158774374,0.7688022284122563
49,0.19498607242339833,0.8050139275766016
50,0.22841225626740946,0.7715877437325905
51,0.233983286908078,0.766016713091922
52,0.2116991643454039,0.7883008356545961
53,0.233983286908078,0.766016713091922
54,0.24233983286908078,0.7576601671309192
55,0.22562674094707522,0.7743732590529248
56,0.27298050139275765,0.7270194986072424
57,0.2395543175487465,0.7604456824512534
58,0.233983286908078,0.766016713091922
59,0.25348189415041783,0.7465181058495822
60,0.24512534818941503,0.754874651810585
61,0.23676880222841226,0.7632311977715878
62,0.22841225626740946,0.7715877437325905
63,0.23119777158774374,0.7688022284122563
64,0.233983286908078,0.766016713091922
65,0.2618384401114206,0.7381615598885793
66,0.2200557103064067,0.7799442896935933
67,0.22562674094707522,0.7743732590529248
68,0.22562674094707522,0.7743732590529248
69,0.25069637883008355,0.7493036211699164
70,0.22841225626740946,0.7715877437325905
71,0.23119777158774374,0.7688022284122563
72,0.21727019498607242,0.7827298050139275
73,0.2116991643454039,0.7883008356545961
74,0.2479108635097493,0.7520891364902507
75,0.21727019498607242,0.7827298050139275
76,0.24233983286908078,0.7576601671309192
77,0.25069637883008355,0.7493036211699164
78,0.22562674094707522,0.7743732590529248
79,0.21727019498607242,0.7827298050139275
80,0.25069637883008355,0.7493036211699164
81,0.2395543175487465,0.7604456824512534
82,0.23676880222841226,0.7632311977715878
83,0.2200557103064067,0.7799442896935933
84,0.233983286908078,0.766016713091922
85,0.24233983286908078,0.7576601671309192
86,0.22284122562674094,0.7771587743732591
87,0.22562674094707522,0.7743732590529248
88,0.23676880222841226,0.7632311977715878
89,0.2479108635097493,0.7520891364902507
90,0.22562674094707522,0.7743732590529248
91,0.22284122562674094,0.7771587743732591
92,0.28133704735376047,0.7186629526462396
93,0.1977715877437326,0.8022284122562674
94,0.23676880222841226,0.7632311977715878
95,0.23676880222841226,0.7632311977715878
96,0.22841225626740946,0.7715877437325905
97,0.2618384401114206,0.7381615598885793
98,0.2590529247910863,0.7409470752089137
99,0.2562674094707521,0.7437325905292479
